Evento C1 Duración_(min)_pl "Intensidad_media pl" Intensidad_máxima_pl Intensidad_continuap_pl C_(mm_est Duración_(min)_esta Intensidad_media_est Intensidad_máxima_est Intensidad_continua_est Hs_5cm Hs_40_cm Hs_60 Hs_80 Hs_100 "Lluvia antecedent_24 horas_pluv" "Lluvia antecedent_24_horas_esta" "Lluvia antecedent_48_horas_pluv" Lluvia_antecedent_48_horas_est Qmax Trespuesta_(min)_plub Trespuesta_est Q_inicial
"Evento 109" 28,877529637 75 23,1020237096 113,293301848074 25,44 25,8 65 23,8153846153846 71,875 23,8153846153846 0,437907137 0,533089723 0,576359707 0,593421386 0,56317336 37,20758626 33,6 74,13750397 65 80,59821274 80 75 19,0320894
"Evento 110" 4,72036542 50 5,664438504 9,99646781471259 5,664438504 3,8 35 6,51428571428571 6,25 5,14285714285714 0,426139744 0,52167185 0,563970429 0,583741592 0,557462184 10,55140506 8,4 11,38441072 9,2 23,57287363 55 55 21,12535016
"Evento 111" 7,219382409 30 14,438764818 29,9894034321373 14,438764818 5,6 20 16,8 15,625 16,8 0,407311895 0,505496504 0,54967513 0,568011894 0,542613213 10,55140506 8,6 10,55140506 8,6 20,01630529 30 30 15,99691143
"Evento 112" 35,541574931 230 9,2717151993913 46,6501831153246 18,5325 27,6 215 7,70232558139535 39,583325 9,01621621621622 0,409665373 0,51310842 0,553487207 0,571641828 0,542613213 88,57626878 69,4 99,12767383 78 53,39776526 230 225 15,07352048
"Evento 113" 2,499016988 20 7,497050964 13,32862374895 7,497050964 1,6 15 6,4 8,33333333333333 6,4 0,41437233 0,511205457 0,556346274 0,574061755 0,549466609 7,774719516 6,2 7,774719516 6,4 23,38141487 20 20 20,823462
"Evento 114" 3,054354096 25 7,3304498304 9,99646781471259 9,163062288 2,2 20 6,6 8,33333333333333 1,28 0,41554908 0,511205457 0,555393263 0,575271761 0,548324349 7,774719516 6,2 7,774719516 6,4 21,68026953 50 50 19,67795525
"Evento 115" 20,547473012 105 11,7414131497143 23,3250915516621 12,7957894736842 15,2 95 9,6 20,8333325 11,25 0,446923856 0,529383701 0,559546077 0,5630958 0,561395843 25,82317554 19,2 25,82317554 19,2 30,64974741 105 100 16,64467063
"Evento 116" 1,110674216 30 2,221348432 3,33215593423737 3,3332 1,2 35 2,05714285714286 3,125 3 0,446923856 0,51612443 0,547267559 0,550457891 0,546460086 49,42500265 38,8 49,42500265 38,8 17,15723417 40 40 16,72563492
"Evento 117" 36,374580601 55 39,6813606556364 66,6431187327493 46,86 30,2 50 36,24 64,5833325 51,0857142857143 0,448910495 0,52236249 0,547267559 0,550238531 0,545843712 49,42500265 38,8 49,42500265 38,8 63,01681227 55 55 11,90706586
"Evento 118" 5,831039639 45 7,77471951866667 16,6607796831873 13,332 3,8 50 4,56 8,3333325 9,6 0,4834783 0,583476478 0,588868991 0,570533875 0,549886784 49,42500265 38,8 49,42500265 38,8 31,28465414 50 50 25,95102677
"Evento 119" 3,609691202 145 1,49366532496552 6,66431186847474 4,17 2 125 0,96 2,0833325 1,71428571428571 0,483875641 0,563041007 0,578842184 0,55142371 0,560852913 25,54550697 15,4 74,97050962 54,2 18,64890233 160 150 17,37710026
"Evento 120" 8,330056625 90 5,55337108333333 19,9929356174247 13,332 6,2 95 3,91578947368421 17,7083333333333 8,22857142857143 0,487054303 0,565922167 0,581557779 0,553178693 0,559003841 25,54550697 15,4 74,97050962 54,2 25,22898525 85 80 18,2749728
"Evento 121" 10,551405058 60 10,551405058 39,9858712348494 12,9466666666667 7,4 65 6,83076923076923 20,8333333333333 19,2 0,478313 0,552983629 0,575082121 0,55142371 0,563569049 19,43679879 12,4 44,98230576 27,8 31,19322087 60 70 17,26945911
"Evento 122" 6,386376746 40 9,579565119 43,3180271810872 18,88 4 35 6,85714285714286 12,5 6,85714285714286 0,488643601 0,579812186 0,586871512 0,560198587 0,561493761 19,43679879 12,4 44,98230576 27,8 31,89542583 60 55 25,96084962
"Evento 123" 33,59789506 140 14,3990978828571 36,653715300612 14,3990978828571 27,2 135 12,0888888888889 21,333325 12,0888888888889 0,459638437 0,52906295 0,555616543 0,535190184 0,551074251 13,05042205 10,8 13,05042205 10,8 40,55088746 140 140 19,33079943
"Evento 124" 9,718399395 90 6,47893293 9,99646781471259 7,43076923076923 5,2 80 3,9 7,29166666666667 6,17142857142857 0,514470136 0,590393526 0,597537615 0,562392288 0,569826845 82,18989202 54,6 95,24031407 65,4 38,01263125 90 90 33,7154815
"Evento 125" 3,609691204 30 7,219382408 16,6607796831873 9,999 3,6 20 10,8 11,45833325 10,8 0,469174389 0,537538099 0,563815342 0,540455096 0,520759912 4,165028312 4 7,49705096 6,4 22,40876267 30 35 20,64076196
"Evento 126" 2,499016987 35 4,28402912057143 9,99646781471259 4,28402912057143 2,499016987 35 4,28402912057143 4,33857116145833 4,28402912057143 0,47235305 0,549228483 0,566439512 0,540016378 0,543218072 4,442696865 2,8 8,607725177 6,8 22,04731988 30 30 21,56744928
"Evento 127" 2,77668554 35 4,76003235428571 6,66431186847474 4,28571428571429 2,6 20 7,8 12,5 9,6 0,464803737 0,530837623 0,557555295 0,533873957 0,542281291 16,10477614 20,6 18,32612457 22,8 18,02869868 65 65 16,69935447
"Evento 128" 10,55140506 55 11,5106237018182 33,3215593663747 13,6933333333333 10,2 55 11,1272727272727 4,166675 11,1272727272727 0,466790409 0,541563184 0,557914344 0,533435202 0,543743954 16,10477614 20,6 18,32612457 22,8 30,22138677 55 55 16,66696184
"Evento 129" 1,38834277 25 3,332022648 6,66431186847474 3,332022648 4,6 35 7,88571428571428 16,66665 7,88571428571428 0,467585058 0,539056158 0,558390849 0,532557729 0,541459475 109,9567475 107,4 113,8441072 112,4 14,50607004 35 45 13,686641
"Evento 130" 99,127673847 230 25,8593931774783 86,636054350174 46,9650285714286 97,4 240 24,35 91,6666665 34 0,469174389 0,54330042 0,560120721 0,532118974 0,541574458 109,9567475 107,4 113,8441072 112,4 291,5435951 230 240 14,45067129
"Evento 131" 23,32415855 80 17,4931189125 56,6466509180367 38,8666 28,8 80 21,6 77,083325 32,64 0,465598419 0,522619104 0,555707967 0,532557729 0,540111815 36,09691204 35 36,37458059 38,2 70,50514189 80 85 18,64312458
"Evento 132" 3,887359758 35 6,66404529942857 16,6607796831873 6,66404529942857 3,2 35 5,48571428571429 11,33325 5,48571428571429 0,483080992 0,599446022 0,592446173 0,558443604 0,545342337 36,09691204 35 36,37458059 38,2 33,31156414 30 30 32,37644874
"Evento 133" 1,110674216 20 3,332022648 3,33215593423737 3,332022648 0,8 20 2,4 3,125 2,4 0,474339689 0,540200116 0,567955551 0,536945167 0,547926442 1,666011324 0,8 4,442696864 3 12,19838844 35 35 11,69610006
"Evento 134" 14,161096263 55 15,4484686505455 39,9858712348494 18,5066666666667 11 50 13,2 34,375 18,5142857142857 0,47235305 0,536779062 0,566284408 0,536067658 0,546989661 14,16109626 11 15,82710759 11,8 19,25971371 55 60 12,00512062
"Evento 135" 47,481322768 150 18,9925291072 43,3180271810872 26,28 29,6 140 12,6857142857143 27,08325 18,3 0,456719408 0,538540375 0,5692089 0,539577623 0,552470889 4,442696867 1 18,60379313 12 72,51457106 135 145 15,90945907
"Evento 136" 3,054354094 50 3,6652249128 6,66431186847474 4,16655 1,4 50 1,68 3,13875 3 0,477189976 0,561728717 0,583413564 0,546158762 0,559484459 13,32809059 7,4 22,49115288 12,4 20,55739722 50 55 19,75408205
"Evento 137" 14,438764817 75 11,5510118536 36,653715300612 13,888 9,8 65 9,04615384615385 21,875 11,28 0,439779084 0,515250427 0,555839824 0,526415308 0,536824553 47,7589913 27,8 47,7589913 27,8 17,74057258 75 70 14,32824253
"Evento 138" 2,499016986 55 2,72620034836364 6,66431186847474 3,984 1,4 50 1,68 3,125 3 0,445135435 0,547889526 0,57296898 0,527731536 0,535616308 47,7589913 27,8 47,7589913 27,8 17,19330948 55 50 12,2162102
"Evento 139" 14,994101919 195 4,61356982123077 26,6572474978999 7,485 7,8 185 2,52972972972973 7,29166675 2,31578947368421 0,446717119 0,55509241 0,576729026 0,529925237 0,535821767 47,7589913 27,8 47,7589913 27,8 17,16734196 200 185 12,32587502
"Evento 140" 11,662079276 60 11,662079276 29,9894034321373 11,388 7,4 65 6,83076923076923 12,5 10,9714285714286 0,410452475 0,454395608 0,526177146 0,502723133 0,512496546 12,21741638 8 12,21741638 8 15,39912307 85 80 8,316328084
"Evento 141" 11,384410714 335 2,03899893385075 3,33215593423737 3,332 6,8 335 1,21791044776119 2,08333333333333 1,37142857142857 0,415403854 0,514274818 0,562106567 0,516324167 0,507590157 12,21741638 7,2 24,43483276 15,2 12,25076194 340 330 10,4441775
"Evento 142" 53,867699516 130 24,8620151612308 76,6395865474619 27,6678260869565 32,6 110 17,7818181818182 42,7083333333333 17,7818181818182 0,41640481 0,490303327 0,552497538 0,523782816 0,513158131 67,19579011 41,4 67,19579011 41,4 47,1462856 130 120 8,659526878
"Evento 143" 4,442696864 105 2,53868392228571 6,66431186847474 4,98 2,2 95 1,38947368421053 3,125 2,4 0,437425232 0,574124788 0,597200434 0,564147271 0,526857497 67,19579011 41,4 67,19579011 41,4 17,36025737 135 120 13,15880506
"Evento 144" 9,163062282 190 2,89359861536842 6,66431186847474 4,575 5,6 140 2,4 4,16666666666667 2,77894736842105 0,433964027 0,529795305 0,569626694 0,539577623 0,537005541 12,49508493 7,8 12,49508493 8 15,51233586 150 150 12,49937171
"Evento 145" 6,108708188 120 3,054354094 6,66431186847474 4,06666666666667 4,8 125 2,304 4,16666666666667 2,304 0,437524746 0,566630394 0,588426994 0,540455096 0,538468184 12,49508493 7,8 12,49508493 8 15,73103245 125 125 10,51859165
"Evento 146" 14,161096256 195 4,35726038646154 9,99646781471259 8,14 8,4 185 2,72432432432432 7,29166666666667 3,49090909090909 0,412 0,463 0,498 0,492 0,506 25,82317552 14,6 26,37851263 15,2 12,71663696 195 195 6,854471788
"Evento 147" 5,831039634 185 1,89114798940541 6,66431186847474 4,28571428571429 2,8 155 1,08387096774194 3,125 0,124352331606218 0,42 0,551 0,541 0,513 0,501 25,82317552 14,6 26,37851263 15,2 13,2371527 190 180 8,955347437
"Evento 148" 3,332022648 110 1,81746689890909 3,33215593423737 3,332 2,2 110 1,2 2,08333333333333 1,2 0,416 0,466 0,5 0,491 0,503 6,108708188 4,2 6,386376742 4,4 8,148134428 130 125 6,035620845
"Evento 149" 1,666011324 65 1,53785660676923 3,33215593423737 3,333 1,2 65 1,10769230769231 1,041665 1,10769230769231 0,417 0,476 0,504 0,49 0,501 6,108708188 4,2 6,386376742 4,4 8,147388252 70 65 7,692858457
"Evento 150" 3,609691202 115 1,88331714886956 3,33215593423737 3,33332 3,299016986 125 1,58352815328 1,44619038541667 3,333 0,413 0,427 0,486 0,461 0,485 6,664045296 2,8 6,664045296 2,8 10,76288877 120 125 6,055190242
"Evento 151" 7,774719512 195 2,39222138830769 6,66431186847474 5,552 3,2 185 1,03783783783784 3,13875 1,8 0,4105 0,4185 0,485 0,451 0,475 27,48918685 14,6 27,7668554 14,8 12,46520288 200 190 6,177823478
"Evento 152" 2,221348432 65 2,05047547569231 6,66431186847474 4,9998 1,4 50 1,68 2,0833325 2,4 0,4095 0,4385 0,4865 0,452 0,468 27,48918685 14,6 27,7668554 14,8 9,828432729 65 55 7,736500089
"Evento 153" 5,831039634 140 2,499016986 3,33215593423737 3,312 3,2 125 1,536 3,125 2,4 0,4075 0,4545 0,49 0,449 0,4595 27,48918685 14,6 27,7668554 14,8 13,40138953 140 130 7,555241529
"Evento 154" 3,054354095 35 5,23603559142857 13,32862374895 1,15708333333333 1,8 35 3,08571428571429 6,25 4,8 0,4085 0,4685 0,495 0,453 0,4545 27,48918685 14,6 27,7668554 14,8 24,89202597 35 35 11,74345795
"Evento 155" 23,879495644 420 3,41135652057143 6,66431186847474 4,71260689655172 13,8 410 2,01951219512195 6,25 2,92941176470588 0,4105 0,484 0,5 0,46 0,4535 27,48918685 14,6 27,7668554 14,8 58,02302098 410 420 15,79559288
"Evento 156" 10,273736503 85 7,25204929623529 16,6607796831873 7,25204929623529 9,996067949 80 7,49705096175 7,23095193229167 7,49705096175 0,414 0,457 0,492 0,4615 0,4765 12,21741638 0,6 12,21741638 0,6 16,0974295 85 80 6,269902503
"Evento 157" 3,05438554 70 2,61804474857143 6,66431186847474 3,9984 2,221348432 60 2,221348432 2,89238077083333 4,444 0,416 0,474 0,492 0,4595 0,473 7,774719513 2,6 8,052388067 2,6 8,196499951 70 80 6,792720589
"Evento 158" 2,499016986 85 1,76401199011765 3,33215593423737 3,33 0,6 80 0,45 1,041666675 1,2 0,403980404 0,364392026 0,461709744 0,413593664 0,444015398 10,2737365 4,6 10,2737365 4,6 10,17181918 95 85 5,270587684
"Evento 159" 2,776685541 55 3,02911149927273 13,32862374895 6,68 1 20 3 4,16666675 9,6 0,402597364 0,383672787 0,467140933 0,416717996 0,442302049 6,941713852 2,6 6,941713852 3 9,125480273 75 45 6,641370173
"Evento 160" 3,054354095 60 3,054354095 9,99646781471259 5,82999 2,18834277 50 2,626011324 4,16666675 3,33 0,402788414 0,385319169 0,466187922 0,416717996 0,442462269 6,941713852 2,6 6,941713852 3 9,521790078 60 60 7,929833391
"Evento 161" 3,054354095 50 3,665224914 16,6607796831873 6,6648 3,55 50 4,26 13,2291666666667 4,26 0,4046069 0,341612716 0,462623345 0,404200073 0,427091109 5,275702527 6,07 6,386376743 7,33 10,46984021 70 65 6,001210309
"Evento 162" 22,7688214442419 80 17,0766160831814 33,3215593661433 20,5043076923077 19,4 75 15,52 26,041666675 15,52 0,370943136 0,453823854 0,385964768 0,402770515 0,394933302 20,82514156 11,8 20,82514156 11,8 17,8654804115969 85 85 5,19106796517659
"Evento 163" 20,2698044564593 120 10,1349022282296 23,3250915563003 10,1349022282296 11,4 120 5,7 12,5 5,7 0,426329222 0,489603158 0,415799346 0,411604993 0,385596021 20,82514156 11,8 20,82514156 11,8 19,4188867521852 125 125 7,31131996285266
"Evento 164" 11,662079276319 165 4,24075610047965 9,996467809843 6,6663 7 175 2,4 6,25 2,63225806451613 0,485235891 0,535041861 0,432146006 0,428131727 0,396132923 12,21741638 7,6 33,04255795 19,4 9,77192439288604 185 190 6,6042081571082
"Evento 165" 27,7668554198072 120 13,8834277099036 39,985871239372 17,9555333333333 16,6 125 7,968 23,9583333325 11,85 0,465853507 0,52273063 0,450688087 0,438091387 0,405050009 36,09691205 20,4 36,09691205 20,4 28,5719350534925 120 125 5,2969497096839
"Evento 166" 17,7707874686766 270 3,94906388192814 16,6607796830717 6,17142857142857 9,2 275 2,00727272727273 5,20833333333333 2,76923076923077 0,526644189 0,555421057 0,473996388 0,441699046 0,415808442 20,82514156 10,8 27,48918687 14,6 13,4890213267078 275 275 6,99805101630356
"Evento 167" 37,7629233709379 435 5,2086790856466 46,6501831126007 17,77 21,8 425 3,07764705882353 21,875 16,2 0,538067224 0,561185296 0,479919432 0,452407084 0,423143817 65,80744734 38,8 86,63258891 49,6 36,9536994755823 440 430 9,3571567733089
"Evento 168" 12,7727534931113 100 7,6636520958668 19,992935619686 9,09054545454545 8,2 95 5,17894736842105 14,583333325 5,17894736842105 0,554285134 0,564175213 0,489253039 0,461126607 0,43527005 65,80744734 38,8 86,63258891 49,6 32,3008352003468 105 105 25,861710522449
"Evento 169" 15,271770480894 620 1,47791327234458 6,66431187322867 3,3332 9,2 635 0,869291338582677 3,125 1,48235294117647 0,562675069 0,574370703 0,551700452 0,493050455 0,4260628 19,9921359 12 85,79958325 50,8 14,2279408667743 630 645 11,7138499954191
"Evento 170" 12,2174163847152 75 9,77393310777215 39,985871239372 16,2303498 5,6 20 16,8 22,91666665 16,8 0,489780238 0,529811569 0,529135154 0,521326786 0,435153865 44,98230578 33,8 44,98230578 33,8 9,80441594841328 75 75 6,84493065018277
"Evento 171" 19,159130239667 30 38,318260479334 86,6360543519727 38,318260479334 18,259130239667 30 36,518260479334 37,6009500476556 36,518260479334 0,524442855 0,545949576 0,540800982 0,523547944 0,442395765 44,98230578 33,8 44,98230578 33,8 39,1847967903539 30 30 8,48512331767144
"Evento 172" 45,2599743342858 215 12,6306905118937 39,985871239372 12,6306905118937 32,0950849389133 190 10,1352899807094 14,5833325 8,4768 0,510440911 0,549323832 0,551482084 0,536858147 0,451400626 52,20168819 31,4 52,20168819 31,4 42,3206951539342 215 215 8,95500594576579
"Evento 173" 7,49705096334795 55 8,17860105092504 16,6607796830717 9,61333333333333 4,28735975877301 45 5,71647967836402 7,23095193224147 8,16 0,568785692 0,706986697 0,571532855 0,559691457 0,484368912 29,98820385 18,8 82,18989204 50,2 22,693811382103 60 60 17,4963250078505
"Evento 174" 6,38637674655566 25 15,3273041917336 16,6607796830717 15,3273041917336 3,8543540961788 25 9,25044983082911 7,23095193224147 12,2 0,578242903 0,685530417 0,57399957 0,563034244 0,488034843 29,98820385 18,8 82,18989204 50,2 23,3382289472972 45 45 19,802039280081
"Evento 175" 4,16502831297109 20 12,4950849389133 16,6607796830717 12,4950849389133 3,88746820457494 20 11,6624046137248 7,23095193224147 11,6624046137248 0,551606362 0,673998685 0,570655364 0,558103368 0,485849517 29,98820385 18,8 82,18989204 50,2 20,2701115883299 20 20 19,6934835977995
"Evento 176" 23,6018271068361 55 25,7474477529122 79,971742478744 25,7474477529122 22,7688214442419 50 27,3225857330903 34,708569274759 27,3225857330903 0,479021099 0,548530923 0,528857307 0,522276399 0,437711474 60,80941337 34,4 60,80941337 34,4 41,2205025365012 55 55 10,9795273353313
"Evento 177" 9,44073084273446 35 16,1841100161162 33,3215593661433 16,1841100161162 8,10870819235759 20 24,3261245770728 14,4619038644829 24,3261245770728 0,562234596 0,586282886 0,556040096 0,541305868 0,451406886 60,80941337 34,4 60,80941337 34,4 27,8842335006213 35 35 19,2672870200902
"Evento 178" 25,5863767465557 35 43,8623601369526 144,005760230409 55,197 24,4 545 2,68623853211009 62,5 48 0,501131892 0,564195505 0,529925237 0,521174141 0,480299671 6,664045301 38,2 6,664045301 38,2 48,8171547558602 50 50 10,8810611887371
"Evento 179" 13,0504220473094 60 13,0504220473094 33,3215593661433 13,0504220473094 9,8 50 11,76 19,7916665 11,76 0,51759568 0,569626694 0,535628903 0,527748665 0,487054303 19,9921359 14,2 19,9921359 14,2 26,5029272785532 60 60 16,1264057471413
"Evento 180" 4,44269686716916 65 4,10095095430999 6,66431187322867 4,10095095430999 3,2 65 2,95384615384615 5,20833333333333 2,95384615384615 0,509363769 0,564613265 0,528170254 0,519119628 0,481888969 27,48918687 17,2 28,87752964 18 15,3805425577542 65 65 14,782453479111
"Evento 181" 9,44073084273446 90 6,29382056182298 13,3286237464573 6,87 6,8 80 5,1 10,41666675 5,1 0,534471005 0,566284408 0,528170254 0,526105034 0,485464972 27,48918687 17,2 28,87752964 18 18,5652651645379 85 90 14,8421027760872
"Evento 182" 10,2737365053287 205 3,0069472698523 9,996467809843 7,49997 5 200 1,5 4,166675 2,4 0,594975338 0,583413564 0,535190184 0,531446809 0,490232931 27,48918687 17,2 28,87752964 18 17,2284328293201 215 210 14,9695126977526
"Evento 183" 1,66601132518843 80 1,24950849389133 3,33333 1,99992 9,2 275 2,00727272727273 13,5416666666667 3,552 0,559989844 0,585084707 0,547913745 0,549526682 0,498179553 22,49115289 21 49,98033976 38,2 24,908133951074 290 280 13,7285164224276
"Evento 184" 8,33005662594218 180 2,77668554198073 6,66431187322867 4,28554285714286 5 170 1,76470588235294 3,125 2,03076923076923 0,565752164 0,58257801 0,547913745 0,551170313 0,500166224 19,71446735 11,4 42,20562024 32,4 21,6520914543462 180 175 20,0336208271011
"Evento 185" 8,0523880717441 105 4,6013646124252 9,996467809843 5,40825 4,8 95 3,03157894736842 6,25 3,03157894736842 0,572749263 0,588426994 0,552301183 0,557333887 0,502947545 50,25800831 31,2 69,97247566 42,6 23,5390633030269 110 105 37,6783746471214
"Evento 186" 41,0949460213147 780 3,16114969394729 13,3286237464573 6,6666 26,2 785 2,00254777070064 7,291666675 2,78068965517241 0,572749263 0,588426994 0,552301183 0,557333887 0,502947545 50,25800831 31,2 69,97247566 42,6 34,2527252019037 790 785 27,9955178381275
"Evento 187" 7,21938240914988 75 5,77550592731991 13,3286237464573 6,1 4 80 3 6,25 3,50769230769231 0,56534056 0,587591405 0,554056166 0,556512089 0,503344886 50,25800831 31,2 69,97247566 42,6 32,0517745162842 85 90 29,9423444271689
"Evento 188" 6,38637674655567 155 2,47214583737639 19,992935619686 7,14274285714286 20 275 4,36363636363637 16,6666675 7,22322580645161 0,586743461 0,587591405 0,551862465 0,55815572 0,503344886 50,25800831 31,2 69,97247566 42,6 55,5989809802026 290 275 45,8249794097752
"Evento 189" 7,6 95 4,8 19,2007680307212 4,8 7,8 95 4,92631578947369 8,33333333333333 4,92631578947369 0,587978239 0,591769245 0,559321114 0,568017472 0,515662126 4,442696867 30,6 54,70070518 61,8 57,4182553486582 95 95 22,3721753092555
"Evento 190" 3,60969120457494 130 1,66601132518843 13,3286237464573 6,66668 3 125 1,44 6,25 2,4 0,526239128 0,569626694 0,535190184 0,527748665 0,489438282 20,26980446 44,4 20,26980446 44,4 23,549672404088 150 150 23,8880224870542
"Evento 191" 16,6601132518843 30 33,3202265037687 59,978806859058 33,3202265037687 26 65 24 62,5 24 0,547230424 0,571297837 0,535190184 0,534323155 0,491822262 20,26980446 44,4 20,26980446 44,4 70,6616293656305 65 65 11,8906421546706
"Evento 192" 1,94367987938651 160 0,72887995476994 3,33215593661433 3,33 6,8 155 2,63225806451613 6,25 3,39381818181818 0,478494248 0,547484143 0,508426799 0,500628839 0,467585058 4,165028313 9,8 4,165028313 9,8 15,0049641218822 155 155 11,8938680653086
"Evento 193" 7,77471951754603 195 2,39222139001416 6,66431187322867 3,333312 4,6 185 1,49189189189189 3,13875 1,92 0,54640725 0,572133392 0,52422157 0,51295602 0,481491661 13,05042205 8,6 17,21545036 18,4 13,6955177463131 205 200 11,4871971514506
"Evento 194" 3,0543540961788 25 7,33044983082911 13,3286237464573 7,33044983082911 3,2 20 9,6 9,375 9,6 0,528297114 0,571297837 0,535190184 0,529392262 0,490232931 3,054354096 3,2 4,165028313 4,2 12,1078496333267 40 40 10,4167877787136
"Evento 195" 15,4776685541981 35 26,533146092911 141,605664226569 26,533146092911 18,8 40 28,2 61,4583333333333 28,2 0,508952199 0,564195505 0,526854026 0,517475997 0,48228631 1,110674217 20,4 1,110674217 20,4 40,1255927515902 40 40 11,8870162808665
"Evento 196" 12,7727534931113 145 5,28527730749435 9,996467809843 6,1 12,4 215 3,46046511627907 9,3875 3,46046511627907 0,534471005 0,57296898 0,536506412 0,531035893 0,491822262 13,05042205 14,8 14,99410193 16,6 18,7615677970884 225 220 10,701774485902
"Evento 197" 18 545 1,98165137614679 31,201248049922 2,47741935483871 18 545 1,98165137614679 13,5416666666667 2,47741935483871 0,54846446 0,3321 0,52126403 0,583375715 0,50735039 67,19579011 41,4 67,19579011 41,4 13,4855671038561 555 555 10,2814055242295
"Evento 198" 18,6 80 13,95 86,4034561382455 13,95 18,6 80 13,95 37,5 13,95 0,552143432 0,3321 0,527353047 0,588495625 0,515237527 72,19579011 46,4 72,19579011 46,4 30,508963022506 85 75 12,9347639948639
"Evento 199" 5,118277 40 7,6774155 19,9807992319693 7,6774155 5 35 8,57142857142857 18,75 8,57142857142857 0,564648051 0,3321 0,538080232 0,595212365 0,529614907 67,19579011 41,4 67,19579011 41,4 17,0789937190343 60 55 10,1038513948897
"Evento 200" 8,617 35 14,772 16,6806672266891 16,68 9,2 35 15,7714285714286 28,125 27 0,557371009 0,3321 0,534535537 0,594101128 0,526291761 78,19579011 52,4 78,19579011 52,4 17,1575550170925 40 40 13,5947161655896
"Evento 201" 6,38867 30 12,77734 16,666866674667 12,77734 6,6 30 13,2 20,8333333333333 13,2 0,571896375 0,3321 0,535720395 0,596320489 0,526291761 23,782123435 16,745134534 46,21670576 29,56576485 27,2469007957168 30 30 10,9863498533195
"Evento 202" 10,1 30 20,2 42,0016800672027 20,2 10,2 30 20,4 44,791665 20,4 0,556849549 0,3321 0,534535537 0,594101128 0,524616572     17,7140225659745 35 35 11,4621699204898
"Evento 203" 33,4 305 6,57049180327869 55,2022080883235 7,62 33,4 305 6,57049180327869 23,9583333333333 7,62 0,559974633 0,3321 0,535720395 0,594101128 0,524616572     36,4858387443786 305 305 19,9294582893164
"Evento 204" 8,4 25 20,16 69,6027841113645 20,16 8,4 25 20,16 30,2083333333333 20,16 0,574999416 0,3321 0,542179683 0,603994865 0,552664202 7,373325181 3,63423515 81,007629675 50,654865466 36,365098781785 30 30 21,0300827763288
"Evento 205" 5,6 65 5,16923076923077 9,60038401536061 5,16923076923077 5,6 65 5,16923076923077 12,5 5,16923076923077 0,573965103 0,3321 0,540427355 0,602906903 0,548041071     24,2687681006422 70 70 55,8370362260755
"Evento 206" 41 205 12 66,6431187327493 12 38 210 10,8571428571429 64,5833325 10,8571428571429 0,586394447 0,3321 0,53334732 0,593544309 0,521238627     55,8370362260755 220 220 13,589328265142
"Evento 207" 11,3 40 16,95 42,0016800672027 16,95 11,8 40 17,7 44,7916665 17,7 0,56568477 0,3321 0,531558475 0,595212365 0,522932207     20,3161941604125 50 50 10,7774964920958
"Evento 208" 13,7 60 13,7 41,54363454 13,7 15 60 15 43,7916665 15 0,547937392 0,3321 0,518181351 0,581652248 0,504677613     17,7918068291166 60 60 13,6952657157509
"Evento 209" 13,7 55 14,9454545454545 29,0016800672027 34,4 15 50 18 40,9393921425 34,4 0,572930756 0,3321 0,518800004 0,58222769 0,504677613     20,5483842209451 60 55 8,81981243786842
"Evento 210" 21,380478674 40 32,070718011 56,6466509180367 32,070718011 13,6 35 23,3142857142857 31,3946169625 23,3142857142857 0,552667569 0,3321 0,528559216 0,588495625 0,511756231     19,3406856484127 40 40 
"Evento 211" 111,514050577 735 9,10318780220408 59,9788068642746 8,61339188383675 78,1 735 6,37551020408163 51,0416666666667 6,43265306122449 0,460265194 0,518817373 0,570641574 0,588581489 0,56317336     125,93636526 755 745 
"Evento 212" 66,640453005 275 14,5397352010909 35,9858712348494 16,3125 65,8645 265 14,9127169811321 40,9393921425 12,2086956521739 0,409665373 0,49505496504 0,542050974 0,551072233 0,512915231     91,80686436 265 265 
"Evento 213" 71,6443850520001 250 17,19465241248 399,15 21,3724137931034 63,6 245 15,5755102040816 91,6666666666667 70,4 0,393191023 0,528332284 0,564923474 0,587371483 0,54718213     108,17500903 155 170 
"Evento 214" 55,6544 285 11,7167157894737 0 0 51,45664 285 8,42105263157895 103,125 12 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     89,4136301 0 240 
"Evento 215" 61,7007051640001 1125 3,29070427541334 138,83 11,2858831707097 56,48787 1125 3,0126864 109,375 10,4516129032258 0,362595781 0,505496504 0,537285885 0,552282239 0,51405745     60,66756   
"Evento 216" 51 270 11,3333333333333 39,9858712348494 16,3125 51 265 11,5471698113208 103,125 12 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     101,4136301 275 275 
"Evento 217" 38 270 8,44444444444444 39,9858712348494 16,3125 32 265 7,24528301886792 103,125 12 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     81,4136301 275 275 
"Evento 218" 43 270 9,55555555555556 39,9858712348494 16,3125 42,4843983984 265 9,61910907133585 103,125 12 0,395544502 0,526429288 0,563970429 0,593421386 0,543755432     72,4136301 275 275 
"Evento 219" 29,6 140 12,6857142857143 43,3180271810872 26,28 47,481322768 140 12,6857142857143 27,08325 18,3 0,456719408 0,538540375 0,5692089 0,539577623 0,552470889     72,51457106 150 145 
