Evento C1 Duración_(min)_pl "Intensidad_media pl" Intensidad_máxima_pl Intensidad_continuap_pl C_(mm_est Duración_(min)_esta Intensidad_media_est Intensidad_máxima_est Intensidad_continua_est "Lluvia antecedent_24 horas_pluv" "Lluvia antecedent_24_horas_esta" "Lluvia antecedent_48_horas_pluv" Lluvia_antecedent_48_horas_est Qmax Trespuesta_(min)_plub Trespuesta_est Q_inicial
"Evento 144" 9,163062282 190 2,89359861536842 6,66431186847474 4,575 5,6 140 2,4 4,16666666666667 2,77894736842105 12,49508493 7,8 12,49508493 8 15,51233586 150 150 12,49937171
"Evento 145" 6,108708188 120 3,054354094 6,66431186847474 4,06666666666667 4,8 125 2,304 4,16666666666667 2,304 12,49508493 7,8 12,49508493 8 15,73103245 125 125 10,51859165
"Evento 146" 14,161096256 195 4,35726038646154 9,99646781471259 8,14 8,4 185 2,72432432432432 7,29166666666667 3,49090909090909 25,82317552 14,6 26,37851263 15,2 12,71663696 195 195 6,854471788
"Evento 147" 5,831039634 185 1,89114798940541 6,66431186847474 4,28571428571429 2,8 155 1,08387096774194 3,125 0,124352331606218 25,82317552 14,6 26,37851263 15,2 13,2371527 190 180 8,955347437
"Evento 148" 3,332022648 110 1,81746689890909 3,33215593423737 3,332 2,2 110 1,2 2,08333333333333 1,2 6,108708188 4,2 6,386376742 4,4 8,148134428 130 125 6,035620845
"Evento 149" 1,666011324 65 1,53785660676923 3,33215593423737 3,333 1,2 65 1,10769230769231 1,041665 1,10769230769231 6,108708188 4,2 6,386376742 4,4 8,147388252 70 65 7,692858457
"Evento 150" 3,609691202 115 1,88331714886956 3,33215593423737 3,33332 3,299016986 125 1,58352815328 1,44619038541667 3,333 6,664045296 2,8 6,664045296 2,8 10,76288877 120 125 6,055190242
"Evento 151" 7,774719512 195 2,39222138830769 6,66431186847474 5,552 3,2 185 1,03783783783784 3,13875 1,8 27,48918685 14,6 27,7668554 14,8 12,46520288 200 190 6,177823478
"Evento 152" 2,221348432 65 2,05047547569231 6,66431186847474 4,9998 1,4 50 1,68 2,0833325 2,4 27,48918685 14,6 27,7668554 14,8 9,828432729 65 55 7,736500089
"Evento 153" 5,831039634 140 2,499016986 3,33215593423737 3,312 3,2 125 1,536 3,125 2,4 27,48918685 14,6 27,7668554 14,8 13,40138953 140 130 7,555241529
"Evento 154" 3,054354095 35 5,23603559142857 13,32862374895 1,15708333333333 1,8 35 3,08571428571429 6,25 4,8 27,48918685 14,6 27,7668554 14,8 24,89202597 35 35 11,74345795
"Evento 155" 23,879495644 420 3,41135652057143 6,66431186847474 4,71260689655172 13,8 410 2,01951219512195 6,25 2,92941176470588 27,48918685 14,6 27,7668554 14,8 58,02302098 410 420 15,79559288
"Evento 156" 10,273736503 85 7,25204929623529 16,6607796831873 7,25204929623529 9,996067949 80 7,49705096175 7,23095193229167 7,49705096175 12,21741638 0,6 12,21741638 0,6 16,0974295 85 80 6,269902503
"Evento 157" 3,05438554 70 2,61804474857143 6,66431186847474 3,9984 2,221348432 60 2,221348432 2,89238077083333 4,444 7,774719513 2,6 8,052388067 2,6 8,196499951 70 80 6,792720589
"Evento 158" 2,499016986 85 1,76401199011765 3,33215593423737 3,33 0,6 80 0,45 1,041666675 1,2 10,2737365 4,6 10,2737365 4,6 10,17181918 95 85 5,270587684
"Evento 159" 2,776685541 55 3,02911149927273 13,32862374895 6,68 1 20 3 4,16666675 9,6 6,941713852 2,6 6,941713852 3 9,125480273 75 45 6,641370173
"Evento 160" 3,054354095 60 3,054354095 9,99646781471259 5,82999 2,18834277 50 2,626011324 4,16666675 3,33 6,941713852 2,6 6,941713852 3 9,521790078 60 60 7,929833391
"Evento 161" 3,054354095 50 3,665224914 16,6607796831873 6,6648 3,55 50 4,26 13,2291666666667 4,26 5,275702527 6,07 6,386376743 7,33 10,46984021 70 65 6,001210309
"Evento 162" 22,7688214442419 80 17,0766160831814 33,3215593661433 20,5043076923077 19,4 75 15,52 26,041666675 15,52 20,82514156 11,8 20,82514156 11,8 17,8654804115969 85 85 5,19106796517659
"Evento 163" 20,2698044564593 120 10,1349022282296 23,3250915563003 10,1349022282296 11,4 120 5,7 12,5 5,7 20,82514156 11,8 20,82514156 11,8 19,4188867521852 125 125 7,31131996285266
"Evento 164" 11,662079276319 165 4,24075610047965 9,996467809843 6,6663 7 175 2,4 6,25 2,63225806451613 12,21741638 7,6 33,04255795 19,4 9,77192439288604 185 190 6,6042081571082
"Evento 165" 27,7668554198072 120 13,8834277099036 39,985871239372 17,9555333333333 16,6 125 7,968 23,9583333325 11,85 36,09691205 20,4 36,09691205 20,4 28,5719350534925 120 125 5,2969497096839
"Evento 166" 17,7707874686766 270 3,94906388192814 16,6607796830717 6,17142857142857 9,2 275 2,00727272727273 5,20833333333333 2,76923076923077 20,82514156 10,8 27,48918687 14,6 13,4890213267078 275 275 6,99805101630356
"Evento 167" 37,7629233709379 435 5,2086790856466 46,6501831126007 17,77 21,8 425 3,07764705882353 21,875 16,2 65,80744734 38,8 86,63258891 49,6 36,9536994755823 440 430 9,3571567733089
"Evento 168" 12,7727534931113 100 7,6636520958668 19,992935619686 9,09054545454545 8,2 95 5,17894736842105 14,583333325 5,17894736842105 65,80744734 38,8 86,63258891 49,6 32,3008352003468 105 105 25,861710522449
"Evento 169" 15,271770480894 620 1,47791327234458 6,66431187322867 3,3332 9,2 635 0,869291338582677 3,125 1,48235294117647 19,9921359 12 85,79958325 50,8 14,2279408667743 630 645 11,7138499954191
"Evento 170" 12,2174163847152 75 9,77393310777215 39,985871239372 16,2303498 5,6 20 16,8 22,91666665 16,8 44,98230578 33,8 44,98230578 33,8 9,80441594841328 75 75 6,84493065018277
"Evento 171" 19,159130239667 30 38,318260479334 86,6360543519727 38,318260479334 18,259130239667 30 36,518260479334 37,6009500476556 36,518260479334 44,98230578 33,8 44,98230578 33,8 39,1847967903539 30 30 8,48512331767144
"Evento 172" 45,2599743342858 215 12,6306905118937 39,985871239372 12,6306905118937 32,0950849389133 190 10,1352899807094 14,5833325 8,4768 52,20168819 31,4 52,20168819 31,4 42,3206951539342 215 215 8,95500594576579
"Evento 173" 7,49705096334795 55 8,17860105092504 16,6607796830717 9,61333333333333 4,28735975877301 45 5,71647967836402 7,23095193224147 8,16 29,98820385 18,8 82,18989204 50,2 22,693811382103 60 60 17,4963250078505
"Evento 174" 6,38637674655566 25 15,3273041917336 16,6607796830717 15,3273041917336 3,8543540961788 25 9,25044983082911 7,23095193224147 12,2 29,98820385 18,8 82,18989204 50,2 23,3382289472972 45 45 19,802039280081
"Evento 175" 4,16502831297109 20 12,4950849389133 16,6607796830717 12,4950849389133 3,88746820457494 20 11,6624046137248 7,23095193224147 11,6624046137248 29,98820385 18,8 82,18989204 50,2 20,2701115883299 20 20 19,6934835977995
"Evento 176" 23,6018271068361 55 25,7474477529122 79,971742478744 25,7474477529122 22,7688214442419 50 27,3225857330903 34,708569274759 27,3225857330903 60,80941337 34,4 60,80941337 34,4 41,2205025365012 55 55 10,9795273353313
"Evento 177" 9,44073084273446 35 16,1841100161162 33,3215593661433 16,1841100161162 8,10870819235759 20 24,3261245770728 14,4619038644829 24,3261245770728 60,80941337 34,4 60,80941337 34,4 27,8842335006213 35 35 19,2672870200902
"Evento 178" 25,5863767465557 35 43,8623601369526 144,005760230409 55,197 24,4 545 2,68623853211009 62,5 48 6,664045301 38,2 6,664045301 38,2 48,8171547558602 50 50 10,8810611887371
"Evento 179" 13,0504220473094 60 13,0504220473094 33,3215593661433 13,0504220473094 9,8 50 11,76 19,7916665 11,76 19,9921359 14,2 19,9921359 14,2 26,5029272785532 60 60 16,1264057471413
"Evento 180" 4,44269686716916 65 4,10095095430999 6,66431187322867 4,10095095430999 3,2 65 2,95384615384615 5,20833333333333 2,95384615384615 27,48918687 17,2 28,87752964 18 15,3805425577542 65 65 14,782453479111
"Evento 181" 9,44073084273446 90 6,29382056182298 13,3286237464573 6,87 6,8 80 5,1 10,41666675 5,1 27,48918687 17,2 28,87752964 18 18,5652651645379 85 90 14,8421027760872
"Evento 182" 10,2737365053287 205 3,0069472698523 9,996467809843 7,49997 5 200 1,5 4,166675 2,4 27,48918687 17,2 28,87752964 18 17,2284328293201 215 210 14,9695126977526
"Evento 183" 1,66601132518843 80 1,24950849389133 3,33333 1,99992 9,2 275 2,00727272727273 13,5416666666667 3,552 22,49115289 21 49,98033976 38,2 24,908133951074 290 280 13,7285164224276
"Evento 184" 8,33005662594218 180 2,77668554198073 6,66431187322867 4,28554285714286 5 170 1,76470588235294 3,125 2,03076923076923 19,71446735 11,4 42,20562024 32,4 21,6520914543462 180 175 20,0336208271011
"Evento 185" 8,0523880717441 105 4,6013646124252 9,996467809843 5,40825 4,8 95 3,03157894736842 6,25 3,03157894736842 50,25800831 31,2 69,97247566 42,6 23,5390633030269 110 105 37,6783746471214
"Evento 186" 41,0949460213147 780 3,16114969394729 13,3286237464573 6,6666 26,2 785 2,00254777070064 7,291666675 2,78068965517241 50,25800831 31,2 69,97247566 42,6 34,2527252019037 790 785 27,9955178381275
"Evento 187" 7,21938240914988 75 5,77550592731991 13,3286237464573 6,1 4 80 3 6,25 3,50769230769231 50,25800831 31,2 69,97247566 42,6 32,0517745162842 85 90 29,9423444271689
"Evento 188" 6,38637674655567 155 2,47214583737639 19,992935619686 7,14274285714286 20 275 4,36363636363637 16,6666675 7,22322580645161 50,25800831 31,2 69,97247566 42,6 55,5989809802026 290 275 45,8249794097752
"Evento 189" 7,6 95 4,8 19,2007680307212 4,8 7,8 95 4,92631578947369 8,33333333333333 4,92631578947369 4,442696867 30,6 54,70070518 61,8 57,4182553486582 95 95 22,3721753092555
"Evento 190" 3,60969120457494 130 1,66601132518843 13,3286237464573 6,66668 3 125 1,44 6,25 2,4 20,26980446 44,4 20,26980446 44,4 23,549672404088 150 150 23,8880224870542
"Evento 191" 16,6601132518843 30 33,3202265037687 59,978806859058 33,3202265037687 26 65 24 62,5 24 20,26980446 44,4 20,26980446 44,4 70,6616293656305 65 65 11,8906421546706
"Evento 192" 1,94367987938651 160 0,72887995476994 3,33215593661433 3,33 6,8 155 2,63225806451613 6,25 3,39381818181818 4,165028313 9,8 4,165028313 9,8 15,0049641218822 155 155 11,8938680653086
"Evento 193" 7,77471951754603 195 2,39222139001416 6,66431187322867 3,333312 4,6 185 1,49189189189189 3,13875 1,92 13,05042205 8,6 17,21545036 18,4 13,6955177463131 205 200 11,4871971514506
"Evento 194" 3,0543540961788 25 7,33044983082911 13,3286237464573 7,33044983082911 3,2 20 9,6 9,375 9,6 3,054354096 3,2 4,165028313 4,2 12,1078496333267 40 40 10,4167877787136
"Evento 195" 15,4776685541981 35 26,533146092911 141,605664226569 26,533146092911 18,8 40 28,2 61,4583333333333 28,2 1,110674217 20,4 1,110674217 20,4 40,1255927515902 40 40 11,8870162808665
"Evento 196" 12,7727534931113 145 5,28527730749435 9,996467809843 6,1 12,4 215 3,46046511627907 9,3875 3,46046511627907 13,05042205 14,8 14,99410193 16,6 18,7615677970884 225 220 10,701774485902
"Evento 197" 18 545 1,98165137614679 31,201248049922 2,47741935483871 18 545 1,98165137614679 13,5416666666667 2,47741935483871 67,19579011 41,4 67,19579011 41,4 13,4855671038561 555 555 10,2814055242295
"Evento 198" 18,6 80 13,95 86,4034561382455 13,95 18,6 80 13,95 37,5 13,95 72,19579011 46,4 72,19579011 46,4 30,508963022506 85 75 12,9347639948639
"Evento 199" 5,118277 40 7,6774155 19,9807992319693 7,6774155 5 35 8,57142857142857 18,75 8,57142857142857 67,19579011 41,4 67,19579011 41,4 17,0789937190343 60 55 10,1038513948897
"Evento 200" 8,617 35 14,772 16,6806672266891 16,68 9,2 35 15,7714285714286 28,125 27 78,19579011 52,4 78,19579011 52,4 17,1575550170925 40 40 13,5947161655896
"Evento 201" 6,38867 30 12,77734 16,666866674667 12,77734 6,6 30 13,2 20,8333333333333 13,2 23,782123435 16,745134534 46,21670576 29,56576485 27,2469007957168 30 30 10,9863498533195
"Evento 204" 8,4 25 20,16 69,6027841113645 20,16 8,4 25 20,16 30,2083333333333 20,16 7,373325181 3,63423515 81,007629675 50,654865466 36,365098781785 30 30 21,0300827763288
"Evento 220" 32,4 285 6,82105263157895 220,83333 42,4 35,26390638 285 7,42398029052632 47,72428275 16,326 27,48918687 22 27,48918687 22 50,71441142 170  11,8045422
"Evento 221" 31,6 135 14,0444444444444 295,8333 19,3642105263158 34,153232165 150 13,661292866 95,4485655 17,8690909090909 0,555337108 0,2 0,555337108 0,2 45,26517719 90  12,93271574
"Evento 222" 30 50 36 308,3333 36 34,430900719 50 41,3170808628 22,4920525711028 41,3170808628 41,37261457 36,4 41,37261457 36,4 63,26554536 55 50 12,81852071
"Evento 223" 27 160 10,125 287,5 22,1538461538462 34,708569272 170 12,2500832724706 21,6590135875435 37,7626666666667 30,54354096 17 30,54354096 17,2 82,31805296 170 170 18,55571525
"Evento 224" 27,6 215 7,70232558139535 158,3333 9,01621621621622 35,541574931 230 9,2717151993913 11,6625457788312 18,5325 88,57626878 69,4 99,12767383 78 53,39776526 230 225 15,07352048
"Evento 225" 30,2 50 36,24 258,33333 51,0857142857143 36,374580601 55 39,6813606556364 16,6607796831873 46,86 49,42500265 38,8 49,42500265 38,8 63,01681227 55 55 11,90706586
"Evento 226" 27,2 135 12,0888888888889 85,3333 12,0888888888889 33,59789506 140 14,3990978828571 9,16342882515301 14,3990978828571 13,05042205 10,8 13,05042205 10,8 40,55088746 140 140 19,33079943
"Evento 227" 21,8 425 3,07764705882353 87,5 16,2 37,7629233709379 435 5,2086790856466 11,6625457781502 17,77 65,80744734 38,8 86,63258891 49,6 36,9536994755823 440 430 9,3571567733089
"Evento 228" 33,4 305 6,57049180327869 95,8333333333333 7,62 33,4 305 6,57049180327869 13,8005520220809 7,62     36,4858387443786 305 305 19,9294582893164
"Evento 229" 32 265 7,24528301886792 412,5 12 38 270 8,44444444444444 9,99646780871235 16,3125     81,4136301 275 275 
"Evento 230" 47,481322768 140 20,3491383291429 108,333 18,3 29,6 140 20,3491383291429 10,8295067952718 26,28     72,51457106 150 145 
"Evento 231" 54,7007051640001 1125 2,91737094208001 138,83 11,2858831707097 54,7007051640001 1125 2,91737094208001 34,7075 11,2858831707097 56,08904795 50,2 56,08904795 50,2 30,66756   7,092905516
"Evento 232" 56,6443850520001 250 13,59465241248 399,15 21,3724137931034 56,6443850520001 250 13,59465241248 99,7875 21,3724137931034 58,31039638 55 66,640453 62,6 98,17500903 155 170 14,58867364
"Evento 233" 53,867699516 130 24,8620151612308 76,6395865474619 27,6678260869565 53,867699516 130 24,8620151612308 19,1598966368655 27,6678260869565 67,19579011 41,4 67,19579011 41,4 47,1462856 130 120 8,659526878
"Evento 234" 55,6544 285 11,7167157894737 0 0 55,6544 285 11,7167157894737 0 0     89,4136301 0 240 
"Evento 235" 51 270 11,3333333333333 39,9858712348494 16,3125 51 270 11,3333333333333 9,99646780871235 16,3125     101,4136301 275 275 
"Evento 236" 51,8 255 12,1882352941176 150 12,2086956521739 66,640453005 265 15,0884044539623 9,99646780871235 16,3125 70,52781276 53 70,52781276 53 66,80686436 265 265 6,701602345
"Evento 237" 65,8645 265 14,9127169811321 163,75756857 12,2086956521739 73,640453005 275 14,5397352010909 8,99646780871235 16,3125     91,80686436 265 265 
"Evento 238" 56,48787 1125 3,0126864 437,5 10,4516129032258 61,7007051640001 1125 3,29070427541334 34,7075 11,2858831707097     60,66756   
"Evento 239" 53,36547567456 255 12,5565825116612 150 12,2086956521739 66,640453005 265 15,0884044539623 9,99646780871235 16,3125 70,52781276 53 70,52781276 53 68,1465000000001 265 265 6,701602345
"Evento 240" 52,36547567456 255 12,3212883940141 150 12,2086956521739 71,7675365475674 265 15,0884044539623 9,99646780871235 16,3125 70,52781276 53 70,52781276 53 71,7675365475674 265 265 6,701602345
"Evento 241" 32,0950849389133 215 8,95676788992928 39,985871239372 12,6306905118937 45,2599743342858 190 14,292623473985 14,5833325 8,4768 52,20168819 31,4 52,20168819 31,4 80,0814103202159 215 215 8,95500594576579
"Evento 242" 87,334127673847 245 21,3879496344115 89,7565363605435 51,5549650285714 94,55434 250 22,6930416 94,6666665 34 93,59567475 95,4 116,8441072 121,4 236,862349072676 230 240 18,535067129
"Evento 243" 64,7524644438505 265 14,6609353457775 383,64737436 21,5343387372413 71,534662 255 16,8316851764706 89,76532366 69,34454 70,52781276 53 70,52781276 53 99,9770414789971 155 170 8,5401602345
